,reaction_id,rxn_smiles,products_run,PatentNumber
1298,616010,[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[nH:22][cH:23][cH:24][c:25]3[n:26]2)[cH:27][cH:28]1)#[N:29].[CH2:30]1[C:31](=[O:32])[N:33]([Cl:34])[C:35](=[O:36])[CH2:37]1>C(Cl)Cl>[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[nH:22][cH:23][c:24]([Cl:34])[c:25]3[n:26]2)[cH:27][cH:28]1)#[N:29],[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[nH:22][cH:23][c:24]([Cl:34])[c:25]3[n:26]2)[cH:27][cH:28]1)#[N:29].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[nH:22][cH:23][cH:24][c:25]3[n:26]2)[cH:27][c:28]1[Cl:34])#[N:29].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[nH:22][cH:23][cH:24][c:25]3[n:26]2)[c:27]([Cl:34])[cH:28]1)#[N:29].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[c:18]([Cl:34])[c:19]3[CH3:20])[c:21]3[nH:22][cH:23][cH:24][c:25]3[n:26]2)[cH:27][cH:28]1)#[N:29].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[nH:22][c:23]([Cl:34])[cH:24][c:25]3[n:26]2)[cH:27][cH:28]1)#[N:29],US08227601B2
1299,616212,[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[CH3:9])[cH:10][cH:11]1)(=[O:12])[CH2:13][CH3:14].[N+:15]([O-:16])([OH:17])=[O:18]>>[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[CH3:9])[c:10]([N+:15]([O-:17])=[O:18])[cH:11]1)(=[O:12])[CH2:13][CH3:14],[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[CH3:9])[c:10]([N+:15]([O-:17])=[O:18])[cH:11]1)(=[O:12])[CH2:13][CH3:14].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[CH3:9])[cH:10][c:11]1[N+:15]([O-:17])=[O:18])(=[O:12])[CH2:13][CH3:14],US08232272B2
1300,616456,[Br:1][c:2]1[c:3]([C:4]([OH:5])=[O:6])[cH:7][c:8]([OH:9])[c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15]1.[CH2:16]1[C:17](=[O:18])[N:19]([Br:20])[C:21](=[O:22])[CH2:23]1>C(Cl)Cl.O>[Br:1][c:2]1[c:3]([C:4]([OH:5])=[O:6])[c:7]([Br:20])[c:8]([OH:9])[c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15]1,[Br:1][c:2]1[c:3]([C:4]([OH:5])=[O:6])[c:7]([Br:20])[c:8]([OH:9])[c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15]1.[Br:1][c:2]1[c:3]([C:4]([OH:5])=[O:6])[cH:7][c:8]([OH:9])[c:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[c:15]1[Br:20],US08232271B2
1301,616744,[Br:1][Br:2].[N+:3]([c:4]1[cH:5][cH:6][cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[c:13]1[NH2:14])([O-:15])=[O:16]>C(O)(=O)C>[Br:2][c:6]1[cH:5][c:4]([N+:3]([O-:15])=[O:16])[c:13]([NH2:14])[c:8]([C:9]([F:10])([F:11])[F:12])[cH:7]1,[Br:2][c:6]1[cH:5][c:4]([N+:3]([O-:15])=[O:16])[c:13]([NH2:14])[c:8]([C:9]([F:10])([F:11])[F:12])[cH:7]1.[Br:2][c:5]1[c:4]([N+:3]([O-:15])=[O:16])[c:13]([NH2:14])[c:8]([C:9]([F:10])([F:11])[F:12])[cH:7][cH:6]1.[Br:2][c:7]1[cH:6][cH:5][c:4]([N+:3]([O-:15])=[O:16])[c:13]([NH2:14])[c:8]1[C:9]([F:10])([F:11])[F:12],US08232409B2
1302,616104,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[c:9]1(-[n:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]3[c:18]2[cH:19][cH:20][cH:21][cH:22]3)[cH:23][cH:24][cH:25][cH:26][cH:27]1>CN(C=O)C>[Br:5][c:21]1[cH:20][cH:19][c:18]2[n:10](-[c:9]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]2[cH:22]1,[Br:5][c:21]1[cH:20][cH:19][c:18]2[n:10](-[c:9]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]2[cH:22]1.[Br:5][c:27]1[c:9](-[n:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]3[c:18]2[cH:19][cH:20][cH:21][cH:22]3)[cH:23][cH:24][cH:25][cH:26]1.[Br:5][c:19]1[c:18]2[n:10](-[c:9]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]2[cH:22][cH:21][cH:20]1.[Br:5][c:20]1[cH:19][c:18]2[n:10](-[c:9]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]2[cH:22][cH:21]1.[Br:5][c:22]1[c:17]2[c:16]3[c:11]([n:10](-[c:9]4[cH:23][cH:24][cH:25][cH:26][cH:27]4)[c:18]2[cH:19][cH:20][cH:21]1)[cH:12][cH:13][cH:14][cH:15]3.[Br:5][c:26]1[cH:25][cH:24][cH:23][c:9](-[n:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]3[c:18]2[cH:19][cH:20][cH:21][cH:22]3)[cH:27]1.[Br:5][c:25]1[cH:24][cH:23][c:9](-[n:10]2[c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[c:17]3[c:18]2[cH:19][cH:20][cH:21][cH:22]3)[cH:27][cH:26]1,US08227801B2
1303,617153,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[OH:9][c:10]1[c:11]([C:12]([OH:13])=[O:14])[cH:15][n:16][c:17]([CH3:18])[cH:19]1>C(#N)C>[Cl:1][c:19]1[c:10]([OH:9])[c:11]([C:12]([OH:13])=[O:14])[cH:15][n:16][c:17]1[CH3:18],[Cl:1][c:19]1[c:10]([OH:9])[c:11]([C:12]([OH:13])=[O:14])[cH:15][n:16][c:17]1[CH3:18].[Cl:1][c:15]1[c:11]([C:12]([OH:13])=[O:14])[c:10]([OH:9])[cH:19][c:17]([CH3:18])[n:16]1,US08236813B2
1304,617797,[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([O:8][OH:9])=[O:10])[cH:11]1.[n:12]1[cH:13][cH:14][c:15](-[c:16]2[o:17][c:18]3[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]3[n:28]2)[cH:29][cH:30]1>C(Cl)(Cl)Cl>[O-:10][n+:12]1[cH:13][cH:14][c:15](-[c:16]2[o:17][c:18]3[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]3[n:28]2)[cH:29][cH:30]1,[O-:10][n+:12]1[cH:13][cH:14][c:15](-[c:16]2[o:17][c:18]3[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]3[n:28]2)[cH:29][cH:30]1.[O-:10][n+:28]1[c:16](-[c:15]2[cH:14][cH:13][n:12][cH:30][cH:29]2)[o:17][c:18]2[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]21,US08242133B2
1305,616755,[Br:1][Br:2].[N+:3]([c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[C:13]([F:14])([F:15])[F:16])[cH:17][cH:18][c:19]1[NH2:20])([O-:21])=[O:22]>C(O)(=O)C>[Br:2][c:18]1[cH:17][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[C:13]([F:14])([F:15])[F:16])[cH:5][c:4]([N+:3]([O-:21])=[O:22])[c:19]1[NH2:20],[Br:2][c:18]1[cH:17][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[C:13]([F:14])([F:15])[F:16])[cH:5][c:4]([N+:3]([O-:21])=[O:22])[c:19]1[NH2:20].[Br:2][c:5]1[c:4]([N+:3]([O-:21])=[O:22])[c:19]([NH2:20])[cH:18][cH:17][c:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[C:13]([F:14])([F:15])[F:16].[Br:2][c:17]1[c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[C:13]([F:14])([F:15])[F:16])[cH:5][c:4]([N+:3]([O-:21])=[O:22])[c:19]([NH2:20])[cH:18]1.[Br:2][c:8]1[c:7](-[c:6]2[cH:5][c:4]([N+:3]([O-:21])=[O:22])[c:19]([NH2:20])[cH:18][cH:17]2)[c:12]([C:13]([F:14])([F:15])[F:16])[cH:11][cH:10][cH:9]1.[Br:2][c:9]1[cH:8][c:7](-[c:6]2[cH:5][c:4]([N+:3]([O-:21])=[O:22])[c:19]([NH2:20])[cH:18][cH:17]2)[c:12]([C:13]([F:14])([F:15])[F:16])[cH:11][cH:10]1.[Br:2][c:10]1[cH:9][cH:8][c:7](-[c:6]2[cH:5][c:4]([N+:3]([O-:21])=[O:22])[c:19]([NH2:20])[cH:18][cH:17]2)[c:12]([C:13]([F:14])([F:15])[F:16])[cH:11]1.[Br:2][c:11]1[cH:10][cH:9][cH:8][c:7](-[c:6]2[cH:5][c:4]([N+:3]([O-:21])=[O:22])[c:19]([NH2:20])[cH:18][cH:17]2)[c:12]1[C:13]([F:14])([F:15])[F:16],US08232409B2
1306,617801,[Cl:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][c:19]2[n:20]1.[Cl:21][c:22]1[cH:23][cH:24][cH:25][c:26]([C:27]([O:28][OH:29])=[O:30])[cH:31]1>C(Cl)(Cl)Cl>[Cl:1][c:2]1[cH:3][n+:4]([O-:30])[cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][c:19]2[n:20]1,[Cl:1][c:2]1[cH:3][n+:4]([O-:30])[cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][c:19]2[n:20]1.[Cl:1][c:2]1[cH:3][n:4][cH:5][cH:6][c:7]1-[c:8]1[o:9][c:10]2[cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18][c:19]2[n+:20]1[O-:30],US08242133B2
1307,617873,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][cH:8]1)[CH2:9][CH3:10].[N+:11]([O-:12])([OH:13])=[O:14]>C(O)(=O)C>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7]([N+:11]([O-:13])=[O:14])[cH:8]1)[CH2:9][CH3:10],[CH2:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[c:7]([N+:11]([O-:13])=[O:14])[cH:8]1)[CH2:9][CH3:10].[CH2:1]([c:2]1[cH:3][cH:4][c:5]([OH:6])[cH:7][c:8]1[N+:11]([O-:13])=[O:14])[CH2:9][CH3:10],US08242133B2
1308,617902,[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[cH:11][cH:12]1.[N+:13]([O-:14])([OH:15])=[O:16]>C(O)(=O)C>[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[c:11]([N+:13]([O-:15])=[O:16])[cH:12]1,[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[c:11]([N+:13]([O-:15])=[O:16])[cH:12]1.[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[cH:11][c:12]1[N+:13]([O-:15])=[O:16],US08242133B2
1309,616749,[Br:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7]([O-:8])=[O:9])[c:10]1[CH3:11].[N+:12]([O-:13])([OH:14])=[O:15]>OS(O)(=O)=O>[Br:1][c:2]1[cH:3][cH:4][c:5]([N+:12]([O-:14])=[O:15])[c:6]([N+:7]([O-:8])=[O:9])[c:10]1[CH3:11],[Br:1][c:2]1[cH:3][cH:4][c:5]([N+:12]([O-:14])=[O:15])[c:6]([N+:7]([O-:8])=[O:9])[c:10]1[CH3:11].[Br:1][c:2]1[c:3]([N+:12]([O-:14])=[O:15])[cH:4][cH:5][c:6]([N+:7]([O-:8])=[O:9])[c:10]1[CH3:11].[Br:1][c:2]1[cH:3][c:4]([N+:12]([O-:14])=[O:15])[cH:5][c:6]([N+:7]([O-:8])=[O:9])[c:10]1[CH3:11],US08232409B2
1310,617440,[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]2[F:31])[CH2:32]1.[Cl:33][c:34]1[cH:35][cH:36][c:37]([F:38])[c:39]([CH2:40][Br:41])[cH:42]1>>[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][c:27]([Cl:33])[cH:28][cH:29][c:30]2[F:31])[CH2:32]1,[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][c:27]([Cl:33])[cH:28][cH:29][c:30]2[F:31])[CH2:32]1.[Cl:1][c:2]1[c:3]([Cl:33])[c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]2[F:31])[CH2:32]1.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[Cl:33])[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]2[F:31])[CH2:32]1.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([c:6]([Cl:33])[cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]2[F:31])[CH2:32]1.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[c:26]([Cl:33])[cH:27][cH:28][cH:29][c:30]2[F:31])[CH2:32]1.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][cH:27][c:28]([Cl:33])[cH:29][c:30]2[F:31])[CH2:32]1.[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7]1)[N:8]([CH2:9][C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[C:17](=[O:18])[C:19]21[CH2:20][C:21](=[O:22])[N:23]([CH2:24][c:25]2[cH:26][cH:27][cH:28][c:29]([Cl:33])[c:30]2[F:31])[CH2:32]1,US08236963B2
1311,618522,[Br:1][Br:2].[CH3:3][c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[NH:10][C:11](=[O:12])[CH2:13][O:14]2>C(Cl)Cl.C1COCC1>[Br:2][c:5]1[c:4]([CH3:3])[cH:9][c:8]2[c:7]([cH:6]1)[O:14][CH2:13][C:11](=[O:12])[NH:10]2,[Br:2][c:5]1[c:4]([CH3:3])[cH:9][c:8]2[c:7]([cH:6]1)[O:14][CH2:13][C:11](=[O:12])[NH:10]2.[Br:2][c:9]1[c:4]([CH3:3])[cH:5][cH:6][c:7]2[c:8]1[NH:10][C:11](=[O:12])[CH2:13][O:14]2.[Br:2][c:6]1[cH:5][c:4]([CH3:3])[cH:9][c:8]2[c:7]1[O:14][CH2:13][C:11](=[O:12])[NH:10]2,US08242116B2
1312,618576,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[CH3:9][C:10]1([CH3:11])[NH:12][C:13](=[O:14])[c:15]2[s:16][c:17]([N:18]3[c:19]4[cH:20][cH:21][c:22]([O:23][CH3:24])[cH:25][c:26]4[O:27][CH2:28][CH2:29]3)[n:30][c:31]2[CH2:32]1>CC#N.C1COCC1>[Br:1][c:21]1[cH:20][c:19]2[c:26]([cH:25][c:22]1[O:23][CH3:24])[O:27][CH2:28][CH2:29][N:18]2[c:17]1[s:16][c:15]2[c:31]([n:30]1)[CH2:32][C:10]([CH3:9])([CH3:11])[NH:12][C:13]2=[O:14],[Br:1][c:21]1[cH:20][c:19]2[c:26]([cH:25][c:22]1[O:23][CH3:24])[O:27][CH2:28][CH2:29][N:18]2[c:17]1[s:16][c:15]2[c:31]([n:30]1)[CH2:32][C:10]([CH3:9])([CH3:11])[NH:12][C:13]2=[O:14].[Br:1][c:20]1[c:19]2[c:26]([cH:25][c:22]([O:23][CH3:24])[cH:21]1)[O:27][CH2:28][CH2:29][N:18]2[c:17]1[s:16][c:15]2[c:31]([n:30]1)[CH2:32][C:10]([CH3:9])([CH3:11])[NH:12][C:13]2=[O:14].[Br:1][c:25]1[c:22]([O:23][CH3:24])[cH:21][cH:20][c:19]2[c:26]1[O:27][CH2:28][CH2:29][N:18]2[c:17]1[s:16][c:15]2[c:31]([n:30]1)[CH2:32][C:10]([CH3:9])([CH3:11])[NH:12][C:13]2=[O:14],US08242116B2
1313,618661,[CH2:1]1[C:2](=[O:3])[N:4]([I:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[cH:11][c:12]([Cl:13])[cH:14][cH:15][n:16]1>CN(C=O)C>[I:5][c:14]1[c:12]([Cl:13])[cH:11][c:10]([NH2:9])[n:16][cH:15]1,[I:5][c:14]1[c:12]([Cl:13])[cH:11][c:10]([NH2:9])[n:16][cH:15]1.[I:5][c:11]1[c:10]([NH2:9])[n:16][cH:15][cH:14][c:12]1[Cl:13].[I:5][c:15]1[cH:14][c:12]([Cl:13])[cH:11][c:10]([NH2:9])[n:16]1,US08242104B2
1314,619099,[Br:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][nH:7][c:8]2[n:9][cH:10]1.[I:11][N:12]1[C:13](=[O:14])[CH2:15][CH2:16][C:17]1=[O:18]>ClC(Cl)C>[Br:1][c:2]1[cH:3][c:4]2[c:5]([I:11])[cH:6][nH:7][c:8]2[n:9][cH:10]1,[Br:1][c:2]1[cH:3][c:4]2[c:5]([I:11])[cH:6][nH:7][c:8]2[n:9][cH:10]1.[Br:1][c:2]1[c:3]([I:11])[c:4]2[cH:5][cH:6][nH:7][c:8]2[n:9][cH:10]1.[Br:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][nH:7][c:8]2[n:9][c:10]1[I:11].[Br:1][c:2]1[cH:3][c:4]2[cH:5][c:6]([I:11])[nH:7][c:8]2[n:9][cH:10]1,US08242280B2
1315,619562,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[NH2:9][c:10]1[c:11]([CH3:12])[c:13]([C:14]([O:15][CH3:16])=[O:17])[cH:18][c:19]([F:20])[cH:21]1>C(#N)C>[Br:1][c:18]1[c:13]([C:14]([O:15][CH3:16])=[O:17])[c:11]([CH3:12])[c:10]([NH2:9])[cH:21][c:19]1[F:20],[Br:1][c:18]1[c:13]([C:14]([O:15][CH3:16])=[O:17])[c:11]([CH3:12])[c:10]([NH2:9])[cH:21][c:19]1[F:20].[Br:1][c:21]1[c:10]([NH2:9])[c:11]([CH3:12])[c:13]([C:14]([O:15][CH3:16])=[O:17])[cH:18][c:19]1[F:20],US08247429B2
1316,622105,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[n:11][c:12]([CH3:13])[cH:14][cH:15][n:16]1>C(Cl)(Cl)Cl>[Br:5][c:14]1[c:12]([CH3:13])[n:11][c:10]([NH2:9])[n:16][cH:15]1,[Br:5][c:14]1[c:12]([CH3:13])[n:11][c:10]([NH2:9])[n:16][cH:15]1.[Br:5][c:15]1[cH:14][c:12]([CH3:13])[n:11][c:10]([NH2:9])[n:16]1,US08263585B2
1317,621917,[Br:1][Br:2].[F:3][c:4]1[c:5]([CH3:6])[cH:7][cH:8][c:9]([F:10])[c:11]1[NH2:12]>C(O)(=O)C>[Br:2][c:7]1[c:5]([CH3:6])[c:4]([F:3])[c:11]([NH2:12])[c:9]([F:10])[cH:8]1,[Br:2][c:7]1[c:5]([CH3:6])[c:4]([F:3])[c:11]([NH2:12])[c:9]([F:10])[cH:8]1.[Br:2][c:8]1[cH:7][c:5]([CH3:6])[c:4]([F:3])[c:11]([NH2:12])[c:9]1[F:10],US08258308B2
1318,619683,[N+:1]([O-:2])([OH:3])=[O:4].[OH:5][c:6]1[cH:7][c:8]([OH:9])[cH:10][cH:11][n:12]1>OS(O)(=O)=O>[N+:1]([O-:3])(=[O:4])[c:7]1[c:6]([OH:5])[n:12][cH:11][cH:10][c:8]1[OH:9],[N+:1]([O-:3])(=[O:4])[c:7]1[c:6]([OH:5])[n:12][cH:11][cH:10][c:8]1[OH:9].[N+:1]([O-:3])(=[O:4])[c:10]1[c:8]([OH:9])[cH:7][c:6]([OH:5])[n:12][cH:11]1.[N+:1]([O-:3])(=[O:4])[c:11]1[cH:10][c:8]([OH:9])[cH:7][c:6]([OH:5])[n:12]1,US08247557B2
1319,622175,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[NH2:9][c:10]1[cH:11][cH:12][cH:13][c:14]([Cl:15])[n:16]1>CN(C=O)C>[Br:1][c:13]1[cH:12][cH:11][c:10]([NH2:9])[n:16][c:14]1[Cl:15],[Br:1][c:13]1[cH:12][cH:11][c:10]([NH2:9])[n:16][c:14]1[Cl:15].[Br:1][c:11]1[c:10]([NH2:9])[n:16][c:14]([Cl:15])[cH:13][cH:12]1.[Br:1][c:12]1[cH:11][c:10]([NH2:9])[n:16][c:14]([Cl:15])[cH:13]1,US08263595B2
1320,619570,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[NH2:9][c:10]1[c:11]([CH3:12])[c:13]([C:14]([O:15][CH3:16])=[O:17])[c:18]([Br:19])[cH:20][cH:21]1>C(#N)C.C(OCC)(=O)C>[Cl:1][c:20]1[c:18]([Br:19])[c:13]([C:14]([O:15][CH3:16])=[O:17])[c:11]([CH3:12])[c:10]([NH2:9])[cH:21]1,[Cl:1][c:20]1[c:18]([Br:19])[c:13]([C:14]([O:15][CH3:16])=[O:17])[c:11]([CH3:12])[c:10]([NH2:9])[cH:21]1.[Cl:1][c:21]1[c:10]([NH2:9])[c:11]([CH3:12])[c:13]([C:14]([O:15][CH3:16])=[O:17])[c:18]([Br:19])[cH:20]1,US08247429B2
